Repository Name,Repository URL,Default Branch,Star Count,Description,Update_date
SwiftLaTeX,https://github.com/SwiftLaTeX/SwiftLaTeX,master,1978,"SwiftLaTeX, a WYSIWYG Browser-based LaTeX Editor ",2023-11-22T10:45:18Z
inih,https://github.com/benhoyt/inih,master,2181,"Simple .INI file parser in C, good for embedded systems",2023-11-22T00:57:43Z
openvas-scanner,https://github.com/greenbone/openvas-scanner,main,2579,This repository contains the scanner component for Greenbone Community Edition.,2023-11-21T21:02:57Z
oniguruma,https://github.com/kkos/oniguruma,master,2099,regular expression library,2023-11-21T20:52:38Z
go-sdl2,https://github.com/veandco/go-sdl2,master,2048,SDL2 binding for Go,2023-11-21T13:31:54Z
android_bootable_recovery,https://github.com/omnirom/android_bootable_recovery,android-9.0,1931,,2023-11-20T22:44:41Z
Remmina,https://github.com/FreeRDP/Remmina,master,2051,Mirror of https://gitlab.com/Remmina/Remmina The GTK+ Remmina Remote Desktop Client,2023-11-22T03:36:25Z
php-rdkafka,https://github.com/arnaud-lb/php-rdkafka,6.x,1989,"Production-ready, stable Kafka client for PHP",2023-11-22T08:55:32Z
FidelityFX-FSR,https://github.com/GPUOpen-Effects/FidelityFX-FSR,master,1970,FidelityFX Super Resolution,2023-11-21T08:52:29Z
fdupes,https://github.com/adrianlopezroche/fdupes,master,2214,FDUPES is a program for identifying or deleting duplicate files residing within specified directories.,2023-11-22T06:58:45Z
open-vm-tools,https://github.com/vmware/open-vm-tools,master,2082,Official repository of VMware open-vm-tools project,2023-11-21T21:07:37Z
Team-Win-Recovery-Project,https://github.com/TeamWin/Team-Win-Recovery-Project,android-9.0,1898,"Core recovery files for the Team Win Recovery Project (T.W.R.P) - this is not up to date, please see https://github.com/TeamWin/android_bootable_recovery/",2023-11-21T03:27:28Z
InfiniTime,https://github.com/InfiniTimeOrg/InfiniTime,main,2411,Firmware for Pinetime smartwatch written in C++ and based on FreeRTOS,2023-11-22T09:30:03Z
Chipmunk2D,https://github.com/slembcke/Chipmunk2D,master,2003,A fast and lightweight 2D game physics library.,2023-11-21T22:38:50Z
sophia,https://github.com/pmwkaa/sophia,master,1849,Modern transactional key-value/row storage library.,2023-11-15T17:25:34Z
melonDS,https://github.com/melonDS-emu/melonDS,master,2436,"DS emulator, sorta",2023-11-22T03:35:46Z
ios-twitter-image-pipeline,https://github.com/twitter/ios-twitter-image-pipeline,master,1850,Twitter Image Pipeline is a robust and performant image loading and caching framework for iOS clients,2023-11-17T12:58:33Z
bcrypt-ruby,https://github.com/bcrypt-ruby/bcrypt-ruby,master,1890,"bcrypt-ruby is a Ruby binding for the OpenBSD bcrypt() password hashing algorithm, allowing you to easily store a secure hash of your users' passwords.",2023-11-22T06:49:44Z
Validity90,https://github.com/nmikhailov/Validity90,master,1843,"Reverse engineering of Validity/Synaptics 138a:0090, 138a:0094, 138a:0097, 06cb:0081, 06cb:009a fingerprint readers protocol",2023-11-07T19:01:24Z
mini3d,https://github.com/skywind3000/mini3d,master,2054,3D Software Renderer in 700 Lines !!,2023-11-20T11:00:14Z
quadsort,https://github.com/scandum/quadsort,master,2074,Quadsort is a branchless stable adaptive mergesort faster than quicksort.,2023-11-21T20:24:15Z
FUZIX,https://github.com/EtchedPixels/FUZIX,master,2045,FuzixOS: Because Small Is Beautiful,2023-11-20T13:28:09Z
Divert,https://github.com/basil00/Divert,master,2153,WinDivert: Windows Packet Divert,2023-11-21T00:06:46Z
rlwrap,https://github.com/hanslub42/rlwrap,master,2187,A readline wrapper,2023-11-21T09:53:41Z
TrustKit,https://github.com/datatheorem/TrustKit,master,1926,"Easy SSL pinning validation and reporting for iOS, macOS, tvOS and watchOS.",2023-11-20T06:44:50Z
julius,https://github.com/bvschaik/julius,master,2434,An open source re-implementation of Caesar III,2023-11-22T09:54:45Z
statsite,https://github.com/statsite/statsite,master,1813,C implementation of statsd,2023-11-18T08:46:06Z
gobpf,https://github.com/iovisor/gobpf,master,2046,Go bindings for creating BPF programs.,2023-11-21T22:42:27Z
Reader,https://github.com/binbyu/Reader,master,2989,A win32 txt file reader,2023-11-22T07:35:27Z
tools,https://github.com/raspberrypi/tools,master,1853,,2023-11-20T04:11:12Z
pgbouncer,https://github.com/pgbouncer/pgbouncer,master,2373,lightweight connection pooler for PostgreSQL,2023-11-22T09:52:56Z
shad0w,https://github.com/bats3c/shad0w,master,1936,A post exploitation framework designed to operate covertly on heavily monitored environments,2023-11-20T12:43:18Z
cc65,https://github.com/cc65/cc65,master,2074,cc65 - a freeware C compiler for 6502 based systems,2023-11-21T10:36:35Z
toybox,https://github.com/landley/toybox,master,2107,toybox,2023-11-21T08:09:34Z
desmume,https://github.com/TASEmulators/desmume,master,2472,DeSmuME is a Nintendo DS emulator,2023-11-20T18:15:51Z
inception,https://github.com/arkdb/inception,master,1843,一个集审核、执行、备份及生成回滚语句于一身的MySQL自动化运维工具,2023-11-10T02:15:12Z
monyhar-lite,https://github.com/monyhar/monyhar-lite,master,1792,梦弘浏览器 自主研发版本 - 完全自主研发，打破国外垄断，比 Chrome 快 600%。缺少上网功能。,2023-11-16T19:33:09Z
PureDarwin,https://github.com/PureDarwin/PureDarwin,main,1970,"Darwin is the Open Source core of macOS, and PureDarwin is a community project to extend Darwin into a complete, usable operating system.",2023-11-20T06:47:03Z
mtcp,https://github.com/mtcp-stack/mtcp,master,1904,mTCP: A Highly Scalable User-level TCP Stack for Multicore Systems,2023-11-20T14:45:18Z
GCanvas,https://github.com/alibaba/GCanvas,master,1836,A lightweight cross-platform graphics rendering engine. (超轻量的跨平台图形引擎) https://alibaba.github.io/GCanvas,2023-11-21T12:22:00Z
moonlight-android,https://github.com/moonlight-stream/moonlight-android,master,2510,GameStream client for Android,2023-11-22T08:48:49Z
dosbox-x,https://github.com/joncampbell123/dosbox-x,master,2265,DOSBox-X fork of the DOSBox project,2023-11-21T13:40:38Z
litex,https://github.com/enjoy-digital/litex,master,2463,"Build your hardware, easily!",2023-11-22T04:50:34Z
f3,https://github.com/AltraMayor/f3,master,2166,F3 - Fight Flash Fraud,2023-11-22T00:32:02Z
mydumper,https://github.com/mydumper/mydumper,master,2181,Official MyDumper Project,2023-11-22T05:57:47Z
VulkanMemoryAllocator,https://github.com/GPUOpen-LibrariesAndSDKs/VulkanMemoryAllocator,master,2190,Easy to integrate Vulkan memory allocation library,2023-11-22T06:59:29Z
magma,https://github.com/lavabit/magma,develop,1821,"The magma server daemon, is an encrypted email system with support for SMTP, POP, IMAP, HTTP and MOLTEN,. Additional support for DMTP and DMAP is currently in active development.",2023-11-19T23:51:08Z
ServerStatus-Hotaru,https://github.com/cokemine/ServerStatus-Hotaru,master,2230,云探针、多服务器探针、云监控、多服务器云监控,2023-11-22T06:28:00Z
hitch,https://github.com/varnish/hitch,master,1822,A scalable TLS proxy by Varnish Software.,2023-11-21T13:49:03Z
openwebrtc,https://github.com/EricssonResearch/openwebrtc,master,1785,A cross-platform WebRTC client framework based on GStreamer,2023-11-11T00:56:07Z
HIT-OSLab,https://github.com/hoverwinter/HIT-OSLab,master,2009,S - 哈工大《操作系统》实验,2023-11-22T07:35:02Z
pg_cron,https://github.com/citusdata/pg_cron,main,2310,Run periodic jobs in PostgreSQL,2023-11-22T03:26:05Z
unqlite,https://github.com/symisc/unqlite,master,1968,"An Embedded NoSQL, Transactional Database Engine",2023-11-20T06:47:32Z
ctypes.sh,https://github.com/taviso/ctypes.sh,master,1902,A foreign function interface for bash.,2023-11-15T17:10:04Z
sslscan,https://github.com/rbsec/sslscan,master,2046,sslscan tests SSL/TLS enabled services to discover supported cipher suites,2023-11-19T16:28:52Z
ngx_brotli,https://github.com/google/ngx_brotli,master,1953,NGINX module for Brotli compression,2023-11-21T08:49:05Z
winevdm,https://github.com/otya128/winevdm,master,2218,"16-bit Windows (Windows 1.x, 2.x, 3.0, 3.1, etc.) on 64-bit Windows",2023-11-21T22:43:55Z
distcc,https://github.com/distcc/distcc,master,1940,"distributed builds for C, C++ and Objective C",2023-11-22T09:27:01Z
pico-sdk,https://github.com/raspberrypi/pico-sdk,master,2788,,2023-11-22T07:43:08Z
esp8266-oled-ssd1306,https://github.com/ThingPulse/esp8266-oled-ssd1306,master,1892,"Driver for the SSD1306 and SH1106 based 128x64, 128x32, 64x48 pixel OLED display running on ESP8266/ESP32",2023-11-22T10:06:06Z
RedisGraph,https://github.com/RedisGraph/RedisGraph,master,1924,A graph database as a Redis module,2023-11-21T17:55:56Z
fbtft,https://github.com/notro/fbtft,master,1803,Linux Framebuffer drivers for small TFT LCD display modules. Development in this github repo has ceased.,2023-11-17T18:25:44Z
wolfssl,https://github.com/wolfSSL/wolfssl,master,2048,"The wolfSSL library is a small, fast, portable implementation of TLS/SSL for embedded devices to the cloud.  wolfSSL supports up to TLS 1.3!",2023-11-21T06:19:38Z
polipo,https://github.com/jech/polipo,master,1783,The Polipo caching HTTP proxy,2023-11-17T04:21:48Z
sc,https://github.com/tezc/sc,master,2108,Common libraries and data structures for C.,2023-11-20T02:18:09Z
bplustree,https://github.com/begeekmyfriend/bplustree,disk-io,1825,A minimal but extreme fast B+ tree indexing structure demo for billions of key-value storage,2023-11-16T07:04:17Z
libsql,https://github.com/libsql/libsql,main,5249,"libSQL is a fork of SQLite that is both Open Source, and Open Contributions.",2023-11-22T02:40:44Z
mpitutorial,https://github.com/mpitutorial/mpitutorial,gh-pages,1999,MPI programming lessons in C and executable code examples,2023-11-20T06:59:07Z
tools,https://github.com/nullsecuritynet/tools,main,7,"Security and Hacking Tools, Exploits, Proof of Concepts, Shellcodes, Scripts.",2023-11-20T19:08:26Z
chafa,https://github.com/hpjansson/chafa,master,2365,📺🗿 Terminal graphics for the 21st century.,2023-11-22T04:46:40Z
kamailio,https://github.com/kamailio/kamailio,master,2002,Kamailio - The Open Source SIP Server for large VoIP and real-time communication platforms -,2023-11-21T07:15:26Z
Yolo-Fastest,https://github.com/dog-qiuqiu/Yolo-Fastest,master,1899,":zap: Based on yolo's ultra-lightweight universal target detection algorithm, the calculation amount is only 250mflops, the ncnn model size is only 666kb, the Raspberry Pi 3b can run up to 15fps+, and the mobile terminal can run up to 178fps+",2023-11-21T16:14:28Z
sxiv,https://github.com/muennich/sxiv,master,1770,Simple X Image Viewer,2023-11-16T20:02:15Z
freeradius-server,https://github.com/FreeRADIUS/freeradius-server,master,1923,FreeRADIUS - A multi-protocol policy server.,2023-11-21T13:48:29Z
pulseaudio-modules-bt,https://github.com/EHfive/pulseaudio-modules-bt,master,1754,"[Deprecated, see https://github.com/EHfive/pulseaudio-modules-bt/issues/154] Adds Sony LDAC, aptX, aptX HD, AAC codecs (A2DP Audio) support to PulseAudio on Linux",2023-11-16T16:34:03Z
syslog-ng,https://github.com/syslog-ng/syslog-ng,master,1936,"syslog-ng is an enhanced log daemon, supporting a wide range of input and output methods: syslog, unstructured text, queueing, SQL & NoSQL.",2023-11-21T09:09:19Z
CSAPP-Labs,https://github.com/Exely/CSAPP-Labs,master,2171,Solutions and Notes for Labs of Computer Systems: A Programmer's Perspective 3rd Editon // 《深入理解计算机系统》第三版的实验文件、解答与笔记,2023-11-22T10:46:07Z
zlog,https://github.com/HardySimpson/zlog,master,1947,"A reliable, high-performance, thread safe, flexsible, clear-model, pure C logging library.",2023-11-22T09:25:03Z
warpd,https://github.com/rvaiya/warpd,master,2581,A modal keyboard-driven virtual pointer,2023-11-21T20:01:09Z
opengles3-book,https://github.com/danginsburg/opengles3-book,master,1848,OpenGL ES 3.0 Programming Guide Sample Code,2023-11-16T15:34:40Z
WindowsInternals,https://github.com/zodiacon/WindowsInternals,master,2040,Windows Internals Book 7th edition Tools,2023-11-22T07:55:26Z
nginx-upsync-module,https://github.com/weibocom/nginx-upsync-module,master,1783,"For http protocol. nginx-upsync-module, sync upstreams from consul or etcd and so on, dynamiclly modify backend-servers attributes(weight, max_fails, down...), needn't reload nginx",2023-11-20T00:18:26Z
wcc,https://github.com/endrazine/wcc,master,1802,The Witchcraft Compiler Collection,2023-11-20T14:45:29Z
pianobar,https://github.com/PromyLOPh/pianobar,master,1720,Console-based pandora.com player,2023-11-13T23:51:53Z
yjPlay,https://github.com/yangchaojiang/yjPlay,master,1718,"一个支持自定义UI布局,流式API, 加密,直播  ,亮度,音量,快进等手势 ,广告视频预览,多种加载模式 ,多种分辨率切换 ,多种封面图, 自定义数据源,列表播放,倍数播放,边播变缓存<font color=""red"">不是使用AndroidVideoCache</font>,离线播放,神奇的播放器  ",2023-11-15T18:45:06Z
badvpn,https://github.com/ambrop72/badvpn,master,1819,"NCD scripting language, tun2socks proxifier, P2P VPN",2023-11-18T13:34:36Z
nginx-vod-module,https://github.com/kaltura/nginx-vod-module,master,1897,NGINX-based MP4 Repackager,2023-11-22T09:06:38Z
can-utils,https://github.com/linux-can/can-utils,master,2052,Linux-CAN / SocketCAN user space applications,2023-11-22T07:44:28Z
lzfse,https://github.com/lzfse/lzfse,master,1736,LZFSE compression library and command line tool,2023-11-21T18:13:48Z
esp8266-wiki,https://github.com/esp8266/esp8266-wiki,master,1727,,2023-11-20T16:41:35Z
cstore_fdw,https://github.com/citusdata/cstore_fdw,master,1732,Columnar storage extension for Postgres built as a foreign data wrapper. Check out https://github.com/citusdata/citus for a modernized columnar storage implementation built as a table access method.,2023-11-22T04:44:11Z
lcc,https://github.com/drh/lcc,master,1868,The lcc retargetable ANSI C compiler,2023-11-21T10:36:33Z
phptrace,https://github.com/Qihoo360/phptrace,master,1681,A tracing and troubleshooting tool for PHP scripts.,2023-11-08T18:02:20Z
crown,https://github.com/crownengine/crown,master,1963,The flexible game engine.,2023-11-21T13:18:37Z
CVE-2021-4034,https://github.com/berdav/CVE-2021-4034,main,1863,CVE-2021-4034 1day,2023-11-21T08:50:09Z
rspamd,https://github.com/rspamd/rspamd,master,1854,Rapid spam filtering system.,2023-11-22T01:41:43Z
mjs,https://github.com/cesanta/mjs,master,1774,Embedded JavaScript engine for C/C++,2023-11-21T13:48:18Z
libphenom,https://github.com/facebookarchive/libphenom,master,1662,An eventing framework for building high performance and high scalability systems in C.,2023-11-09T17:55:12Z
liburing,https://github.com/axboe/liburing,master,2387,,2023-11-21T12:03:20Z
projectsandcastle,https://github.com/corellium/projectsandcastle,master,1814,Supporting tools for Android/Linux on the iPhone,2023-11-21T05:48:43Z
bfgminer,https://github.com/luke-jr/bfgminer,bfgminer,1741,"Modular ASIC/FPGA miner written in C, featuring overclocking, monitoring, fan speed control and remote interface capabilities.",2023-11-20T03:24:11Z
9cc,https://github.com/rui314/9cc,master,1774,A Small C Compiler,2023-11-21T22:40:50Z
log.c,https://github.com/rxi/log.c,master,2260,A simple logging library implemented in C99,2023-11-21T20:01:59Z
stm32f429,https://github.com/MaJerle/stm32f429,main,1938,Keil projects and libraries for STM32F4xx devices,2023-11-21T07:52:40Z
ubertooth,https://github.com/greatscottgadgets/ubertooth,master,1815,"Software, firmware, and hardware designs for Ubertooth",2023-11-21T08:46:20Z
DungeonRush,https://github.com/rapiz1/DungeonRush,master,1881,"👾🐍 A opensource game inspired by Snake, written in pure C with SDL",2023-11-21T10:49:01Z
mir,https://github.com/vnmakarov/mir,master,1980,A lightweight JIT compiler based on MIR (Medium Internal Representation) and C11 JIT compiler and interpreter based on MIR,2023-11-21T10:06:44Z
Entware,https://github.com/Entware/Entware,master,1991,Ultimate repo for embedded devices,2023-11-19T12:30:51Z
WidescreenFixesPack,https://github.com/ThirteenAG/WidescreenFixesPack,master,2003,"Plugins to make or improve widescreen resolutions support in games, add more features and fix bugs.",2023-11-22T02:49:29Z
herebedragons,https://github.com/kosua20/herebedragons,master,1692,"A basic 3D scene implemented with various engines, frameworks or APIs.",2023-11-19T01:16:31Z
facil.io,https://github.com/boazsegev/facil.io,master,1894,Your high performance web application C framework,2023-11-17T10:51:16Z
android-gpuimage-plus,https://github.com/wysaid/android-gpuimage-plus,master,1727,Android Image & Camera Filters Based on OpenGL. ,2023-11-12T04:15:15Z
SUDO_KILLER,https://github.com/TH3xACE/SUDO_KILLER,master,2000,"A tool designed to exploit a privilege escalation vulnerability in the sudo program on Unix-like systems. It takes advantage of a specific misconfiguration or flaw in sudo to gain elevated privileges on the system, essentially allowing a regular user to execute commands as the root user.",2023-11-21T19:06:28Z
eaphammer,https://github.com/s0lst1c3/eaphammer,master,1887,Targeted evil twin attacks against WPA2-Enterprise networks. Indirect wireless pivots using hostile portal attacks.,2023-11-22T10:02:16Z
rpmalloc,https://github.com/mjansson/rpmalloc,develop,1934,Public domain cross platform lock free thread caching 16-byte aligned memory allocator implemented in C,2023-11-22T10:24:46Z
coreboot,https://github.com/coreboot/coreboot,main,1988,Mirror of https://review.coreboot.org/coreboot.git. We don't handle Pull Requests.,2023-11-22T09:17:40Z
DAPLink,https://github.com/ARMmbed/DAPLink,main,2013,,2023-11-21T12:34:43Z
LDD-LinuxDeviceDrivers,https://github.com/gatieme/LDD-LinuxDeviceDrivers,master,2077,Linux内核与设备驱动程序学习笔记,2023-11-22T07:04:20Z
rizin,https://github.com/rizinorg/rizin,dev,2194,UNIX-like reverse engineering framework and command-line toolset.,2023-11-21T14:10:55Z
sensible-side-buttons,https://github.com/archagon/sensible-side-buttons,master,1785,A macOS menu bar app that enables system-wide navigation functionality for the side buttons on third-party mice.,2023-11-20T01:58:59Z
mac-dictionary-kit,https://github.com/jjgod/mac-dictionary-kit,master,1694,Dictionary conversion tool for Mac OS X 10.5 and above,2023-11-20T20:11:02Z
pelikan,https://github.com/twitter/pelikan,master,1912,Pelikan is Twitter's unified cache backend,2023-11-22T04:32:27Z
immortalwrt,https://github.com/immortalwrt/immortalwrt,master,3270,An opensource OpenWrt variant for mainland China users.,2023-11-22T10:16:12Z
libdill,https://github.com/sustrik/libdill,master,1659,Structured concurrency in C,2023-11-22T00:58:57Z
MobileNet-Yolo,https://github.com/dog-qiuqiu/MobileNet-Yolo,master,1665,"MobileNetV2-YoloV3-Nano: 0.5BFlops 3MB HUAWEI P40: 6ms/img, YoloFace-500k:0.1Bflops 420KB:fire::fire::fire:",2023-11-10T04:26:52Z
tizonia-openmax-il,https://github.com/tizonia/tizonia-openmax-il,master,1657,"Command-line cloud music player for Linux with support for Spotify, Google Play Music, YouTube, SoundCloud, TuneIn, iHeartRadio, Plex servers and Chromecast devices.",2023-11-20T14:28:00Z
nginx_tcp_proxy_module,https://github.com/yaoweibin/nginx_tcp_proxy_module,master,1634,"add the feature of tcp proxy with nginx, with health check and status monitor",2023-11-07T04:28:04Z
Open-Golf,https://github.com/mgerdes/Open-Golf,master,1708,A cross-platform minigolf game written in C.,2023-11-19T17:24:52Z
Swift,https://github.com/iOS-Swift-Developers/Swift,master,1773,"🥇Swift基础知识大全,🚀Swift学习从简单到复杂,不断地完善与更新, 欢迎Star❤️,欢迎Fork, iOS开发者交流:①群:446310206 ②群:426087546",2023-11-21T16:06:20Z
minisign,https://github.com/jedisct1/minisign,master,1862,A dead simple tool to sign files and verify digital signatures.,2023-11-22T00:00:09Z
ddcctl,https://github.com/kfix/ddcctl,main,1779,DDC monitor controls (brightness) for Mac OSX command line,2023-11-22T10:14:11Z
themis,https://github.com/cossacklabs/themis,master,1772,Easy to use cryptographic framework for data protection: secure messaging with forward secrecy and secure data storage. Has unified APIs across 14 platforms.,2023-11-21T20:40:45Z
LoRaMac-node,https://github.com/Lora-net/LoRaMac-node,master,1772,Reference implementation and documentation of a LoRa network node.,2023-11-20T05:47:01Z
write-ups-2016,https://github.com/ctfs/write-ups-2016,master,1606,"Wiki-like CTF write-ups repository, maintained by the community. 2016",2023-11-10T15:32:00Z
rpi_ws281x,https://github.com/jgarff/rpi_ws281x,master,1690,Userspace Raspberry Pi PWM library for WS281X LEDs,2023-11-21T23:36:13Z
NyuziProcessor,https://github.com/jbush001/NyuziProcessor,master,1844,GPGPU microprocessor architecture,2023-11-22T06:30:49Z
tinc,https://github.com/gsliepen/tinc,1.1,1787,a VPN daemon,2023-11-21T11:44:28Z
libratbag,https://github.com/libratbag/libratbag,master,1881,"A DBus daemon to configure input devices, mainly high-end and gaming mice",2023-11-21T22:54:30Z
libtree,https://github.com/haampie/libtree,master,1740,ldd as a tree,2023-11-19T14:52:28Z
php-xhprof-extension,https://github.com/tideways/php-xhprof-extension,master,1642,This XHProf PHP extension fork has outlived its purpose and is archived in favor of the revitalized https://github.com/longxinH/xhprof,2023-11-14T03:41:35Z
libsoundio,https://github.com/andrewrk/libsoundio,master,1801,C library for cross-platform real-time audio input and output,2023-11-21T23:33:41Z
slurm,https://github.com/SchedMD/slurm,master,2074,Slurm: A Highly Scalable Workload Manager,2023-11-22T06:18:59Z
flashcache,https://github.com/facebookarchive/flashcache,master,1602,"A general purpose, write-back block cache for Linux.",2023-11-22T06:38:36Z
httpserver.h,https://github.com/jeremycw/httpserver.h,master,1710,Single header library for writing non-blocking HTTP servers in C,2023-11-21T09:05:59Z
GodMode9,https://github.com/d0k3/GodMode9,master,1893,GodMode9 Explorer - A full access file browser for the Nintendo 3DS console :godmode:,2023-11-21T17:52:42Z
ctftool,https://github.com/taviso/ctftool,master,1631,Interactive CTF Exploration Tool,2023-11-18T03:08:18Z
php-beast,https://github.com/liexusong/php-beast,master,1666,PHP source code encrypt module (PHP源码加密扩展),2023-11-17T02:19:57Z
source,https://github.com/lede-project/source,master,1641,Mirror of https://git.lede-project.org/?p=source.git Please send your PRs against this tree. They will be merged via staging trees and appear in this tree once the staging trees get merged back into source.git,2023-11-21T18:20:23Z
uhubctl,https://github.com/mvp/uhubctl,master,1942,uhubctl - USB hub per-port power control,2023-11-22T10:11:14Z
netmap,https://github.com/luigirizzo/netmap,master,1736,Automatically exported from code.google.com/p/netmap,2023-11-22T08:02:40Z
ebpf-for-windows,https://github.com/microsoft/ebpf-for-windows,main,2071,eBPF implementation that runs on top of Windows,2023-11-22T06:47:27Z
pdf-tools,https://github.com/politza/pdf-tools,master,1573,Emacs support library for PDF files.,2023-11-20T07:16:14Z
cups,https://github.com/apple/cups,master,1764,Apple CUPS Sources,2023-11-22T07:43:11Z
EasyFlash,https://github.com/armink/EasyFlash,master,1818,Lightweight IoT device information storage solution: KV/IAP/LOG. | 轻量级物联网设备信息存储方案：参数存储、在线升级及日志存储 ，全新一代版本请移步至 https://github.com/armink/FlashDB,2023-11-21T07:05:50Z
litetree,https://github.com/aergoio/litetree,master,1608,SQLite with Branches,2023-11-17T00:56:08Z
EDRs,https://github.com/Mr-Un1k0d3r/EDRs,main,1855,,2023-11-20T14:46:28Z
strace,https://github.com/strace/strace,master,1918,"strace is a diagnostic, debugging and instructional userspace utility for Linux",2023-11-22T10:12:44Z
NNPACK,https://github.com/Maratyszcza/NNPACK,master,1641,Acceleration package for neural networks on multi-core CPUs,2023-11-11T01:39:08Z
FFmpegMediaMetadataRetriever,https://github.com/wseemann/FFmpegMediaMetadataRetriever,master,1680,FFmpegMediaMetadataRetriever provides a unified interface for retrieving frame and meta data from an input media file.,2023-11-17T02:11:33Z
libwebp,https://github.com/webmproject/libwebp,main,1833,Mirror only. Please do not send pull requests.,2023-11-21T06:41:13Z
opus,https://github.com/xiph/opus,master,1944,Modern audio compression for the internet.,2023-11-21T01:29:41Z
simde,https://github.com/simd-everywhere/simde,master,1997,Implementations of SIMD instruction sets for systems which don't natively support them.,2023-11-22T06:43:35Z
LearnOpenGLES,https://github.com/loyinglin/LearnOpenGLES,master,1607,OpenGL ES的各种尝试，有详细的博客。,2023-11-15T16:29:19Z
ompi,https://github.com/open-mpi/ompi,main,1875,Open MPI main development repository,2023-11-22T02:16:12Z
miniz,https://github.com/richgel999/miniz,master,1919,"miniz: Single C source file zlib-replacement library, originally from code.google.com/p/miniz",2023-11-22T05:31:41Z
MemProcFS,https://github.com/ufrisk/MemProcFS,master,2304,MemProcFS,2023-11-22T04:33:43Z
pbc,https://github.com/cloudwu/pbc,master,1605,A protocol buffers library for C,2023-10-23T08:49:48Z
darknet,https://github.com/hgpvision/darknet,master,1586,darknet深度学习框架源码分析：详细中文注释，涵盖框架原理与实现语法分析,2023-11-22T00:14:10Z
julius,https://github.com/julius-speech/julius,master,1728,Open-Source Large Vocabulary Continuous Speech Recognition Engine,2023-11-21T04:37:03Z
pyrebox,https://github.com/Cisco-Talos/pyrebox,master,1624,"Python scriptable Reverse Engineering Sandbox, a Virtual Machine instrumentation and inspection framework based on QEMU",2023-11-18T04:12:52Z
vmtouch,https://github.com/hoytech/vmtouch,master,1694,Portable file system cache diagnostics and control,2023-11-13T07:01:53Z
pslab-firmware,https://github.com/fossasia/pslab-firmware,main,1554,Firmware for PSLab Open Hardware Platform https://pslab.io,2023-11-20T19:49:48Z
picohttpparser,https://github.com/h2o/picohttpparser,master,1729,tiny HTTP parser written in C (used in HTTP::Parser::XS et al.),2023-11-22T04:13:42Z
FBI,https://github.com/Steveice10/FBI,master,203,Open source title manager for the 3DS.,2023-11-20T00:48:04Z
secp256k1,https://github.com/bitcoin-core/secp256k1,master,1861,Optimized C library for EC operations on curve secp256k1,2023-11-16T16:04:25Z
PainterEngine,https://github.com/matrixcascade/PainterEngine,master,2059,"PainterEngine is a application/game engine with software renderer,PainterEngine can be transplanted to any platform that supports C",2023-11-22T09:07:26Z
LearningVideo,https://github.com/ChenLittlePing/LearningVideo,master,1742,【Android 音视频开发打怪升级】系列文章示例代码（A demo to introduce how to develop android video）。本项目将从MediaCodec硬解，FFmpeg软解，OpenGL等方面，全方位讲解如何在Android上进行音视频编辑开发。,2023-11-20T07:31:01Z
uvbook,https://github.com/nikhilm/uvbook,master,1573,An Introduction to libuv,2023-10-26T13:49:09Z
MLN,https://github.com/momotech/MLN,master,1590,高性能、小巧、易上手的移动跨平台开发框架. A framework for building Mobile cross-platform apps with Lua,2023-11-20T13:29:09Z
Corange,https://github.com/orangeduck/Corange,master,1696,Pure C Game Engine,2023-11-21T03:25:58Z
BizHawk,https://github.com/TASEmulators/BizHawk,master,1900,"BizHawk is a multi-system emulator written in C#.  BizHawk provides nice features for casual gamers such as full screen, and joypad support in addition to full rerecording and debugging tools for all system cores.  ",2023-11-19T16:34:28Z
myhtml,https://github.com/lexborisov/myhtml,master,1609,Fast C/C++ HTML 5 Parser. Using threads.,2023-11-22T08:11:52Z
cgdb,https://github.com/cgdb/cgdb,master,1667,Console front-end to the GNU debugger,2023-11-21T07:30:49Z
ProjectNorthStar,https://github.com/leapmotion/ProjectNorthStar,master,1641,The open-source files comprising Leap Motion's Project North Star AR Headset.,2023-11-16T13:05:06Z
cpufetch,https://github.com/Dr-Noob/cpufetch,master,1701,Simple yet fancy CPU architecture fetching tool,2023-11-22T10:47:56Z
glibc,https://github.com/lattera/glibc,master,1705,GNU Libc - Extremely old repo used for research purposes years ago. Please do not rely on this repo.,2023-11-17T15:26:22Z
alpr-unconstrained,https://github.com/sergiomsilva/alpr-unconstrained,master,1667,License Plate Detection and Recognition in Unconstrained Scenarios,2023-11-20T02:33:07Z
passivedns,https://github.com/gamelinux/passivedns,master,1622,A network sniffer that logs all DNS server replies for use in a passive DNS setup,2023-11-22T06:13:38Z
SQLiteCpp,https://github.com/SRombauts/SQLiteCpp,master,1945,SQLiteC++ (SQLiteCpp) is a smart and easy to use C++ SQLite3 wrapper.,2023-11-21T03:33:22Z
sudo-touchid,https://github.com/mattrajca/sudo-touchid,master,1547,A fork of `sudo` with Touch ID support.,2023-11-19T06:26:59Z
switch-lan-play,https://github.com/spacemeowx2/switch-lan-play,master,1720,Make you and your friends play games like in a LAN.,2023-11-21T17:16:02Z
linked-list-good-taste,https://github.com/mkirchner/linked-list-good-taste,main,1903,"Linus Torvalds' linked list argument for good taste, explained",2023-11-20T19:44:32Z
athame,https://github.com/ardagnir/athame,master,1596,"Full vim for your shell (bash, zsh, gdb, python, etc)",2023-11-10T23:54:33Z
